item,airport_code,airport_name,city,state,date,incident_type,location
Part of Firearms or Ammunition,BNA,Nashville International Airport,Nashville,TN,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MSY,New Orleans International Airport,New Orleans,LA,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,JFK,John F. Kennedy International Airport,New York,NY,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PHF,Newport News/Williamsburg International Airport,Newport News,VA,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,OME,Nome Airport,Nome,AK,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MCO,Orlando International Airport,Orlando,FL,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,PIA,Peoria Regional Airport,Peoria,IL,12/18/14,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Bludgeoning,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Mace/Pepper Spray,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Mace/Pepper Spray,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,RDU,Raleigh-Durham International Airport,Rdu Airport,NC,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,SMF,Sacramento International Airport,Sacramento,CA,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SMF,Sacramento International Airport,Sacramento,CA,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,STL,Lambert-St. Louis International Airport,Saint Louis,MO,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,SAN,San Diego International Airport,San Diego,CA,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,SFO,San Francisco International Airport,San Francisco,CA,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",SFO,San Francisco International Airport,San Francisco,CA,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,SJC,San Jose International Airport,San Jose,CA,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SRQ,Sarasota-Bradenton International Airport,Sarasota,FL,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,FSD,Sioux Falls Regional Airport,Sioux Falls,SD,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,TPA,Tampa International Airport,Tampa,FL,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,TPA,Tampa International Airport,Tampa,FL,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,VPS,Fort Walton Beach Airport,Valparaiso,FL,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,PBI,Palm Beach International Airport,West Palm Beach,FL,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",ICT,Wichita Mid-Continent Airport,Wichita,KS,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",ICT,Wichita Mid-Continent Airport,Wichita,KS,12/18/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,ANC,Anchorage International Airport,Anchorage,AK,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",ATL,Atlanta International Airport,Atlanta,GA,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,ATL,Atlanta International Airport,Atlanta,GA,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,ATL,Atlanta International Airport,Atlanta,GA,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,AUS,Austin-Bergstrom International Airport,Austin,TX,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,AUS,Austin-Bergstrom International Airport,Austin,TX,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Fireworks,BTR,Baton Rouge International Airport,Baton Rouge,LA,12/19/14,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",BHM,Birmingham International Airport,Birmingham,AL,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,BHM,Birmingham International Airport,Birmingham,AL,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,BOS,Boston Logan International Airport,Boston,MA,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",BOS,Boston Logan International Airport,Boston,MA,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,BUR,Burbank Bob Hope Airport,Burbank,CA,12/19/14,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Part of Firearms or Ammunition,CLT,Charlotte/Douglas International Airport,Charlotte,NC,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,CLT,Charlotte/Douglas International Airport,Charlotte,NC,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Bludgeoning,DAL,Dallas Love Field,Dallas,TX,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DFW,Dallas/Fort Worth International Airport,Dallas,TX,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DAL,Dallas Love Field,Dallas,TX,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,DEN,Denver International Airport,Denver,CO,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,DEN,Denver International Airport,Denver,CO,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,DEN,Denver International Airport,Denver,CO,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,DEN,Denver International Airport,Denver,CO,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,DIK,Dickinson - Theodore Roosevelt Regional Airport,Dickinson,ND,12/19/14,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Ammunition,ELP,El Paso International Airport,El Paso,TX,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,EUG,Eugene Airport,Eugene,OR,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Fireworks,FAI,Fairbanks International Airport,Fairbanks,AK,12/19/14,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Ammunition,XNA,Northwest Arkansas Regional Airport,Fayetteville / Springdale,AR,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,PGV,Pitt-Greenville Airport,Greenville,NC,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,IAH,Bush Intercontinental Airport,Houston,TX,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,IAH,Bush Intercontinental Airport,Houston,TX,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,HOU,Hobby Airport,Houston,TX,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,HOU,Hobby Airport,Houston,TX,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,IAH,Bush Intercontinental Airport,Houston,TX,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,KTN,Ketchikan International Airport,Ketchikan,AK,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,LAS,Mccarran International Airport,Las Vegas,NV,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,LEX,Blue Grass Airport,Lexington,KY,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,MAF,Midland International Airport,Midland,TX,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",MSP,Minneapolis/St. Paul International Airport,Minneapolis,MN,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",BNA,Nashville International Airport,Nashville,TN,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,BNA,Nashville International Airport,Nashville,TN,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,MSY,New Orleans International Airport,New Orleans,LA,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PHF,Newport News/Williamsburg International Airport,Newport News,VA,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Stun Guns/Shocking Devices,OKC,Will Rogers World Airport,Oklahoma City,OK,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,MCO,Orlando International Airport,Orlando,FL,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",PHL,Philadelphia International Airport,Philadelphia,PA,12/19/14,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Bludgeoning,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Mace/Pepper Spray,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Mace/Pepper Spray,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Mace/Pepper Spray,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Mace/Pepper Spray,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Mace/Pepper Spray,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Mace/Pepper Spray,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",PIT,Pittsburgh International Airport,Pittsburgh,PA,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,PDX,Portland International Airport,Portland,OR,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,SMF,Sacramento International Airport,Sacramento,CA,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SMF,Sacramento International Airport,Sacramento,CA,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,SLC,Salt Lake City International Airport,Salt Lake City,UT,12/19/14,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Hand Granades (real and inert),SLC,Salt Lake City International Airport,Salt Lake City,UT,12/19/14,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Martial Arts/Self Defense Items,SLC,Salt Lake City International Airport,Salt Lake City,UT,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",SFO,San Francisco International Airport,San Francisco,CA,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SFO,San Francisco International Airport,San Francisco,CA,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SAF,Santa Fe Municipal Airport,Santa Fe,NM,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,SEA,Seattle/Tacoma International Airport,Seattle,WA,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,SEA,Seattle/Tacoma International Airport,Seattle,WA,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,TLH,Tallahassee Regional Airport,Tallahassee,FL,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",TPA,Tampa International Airport,Tampa,FL,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",TUL,Tulsa International Airport,Tulsa,OK,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,PBI,Palm Beach International Airport,West Palm Beach,FL,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Part of Firearms or Ammunition,ILM,Wilmington International Airport,Wilmington,NC,12/19/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
"Cutting ltems (knives. razors, box cutters, saber, etc )",ABQ,Albuquerque International Sunport,Albuquerque,NM,12/20/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,ABQ,Albuquerque International Sunport,Albuquerque,NM,12/20/14,Actual Dangerous/Deadly Item,Checked Baggage Screening Location
Ammunition,ANC,Anchorage International Airport,Anchorage,AK,12/20/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,ANC,Anchorage International Airport,Anchorage,AK,12/20/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,ATL,Atlanta International Airport,Atlanta,GA,12/20/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Firearms,ATL,Atlanta International Airport,Atlanta,GA,12/20/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Ammunition,BJI,Bemidji Regional Airport,Bemidji,MN,12/20/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
Martial Arts/Self Defense Items,TRI,Tri-Cities Regional Airport,Blountville,TN,12/20/14,Actual Dangerous/Deadly Item,Passenger and Carry-on Screening Location
